Potential,Flux
18.459,0.099705145
18.385908408408408,0.099296756
18.312816816816817,0.098891474
18.239725225225225,0.09848086
18.166633633633634,0.09807252
18.093542042042042,0.09766149
18.02045045045045,0.09724422
17.94735885885886,0.096831426
17.874267267267268,0.09641397
17.801175675675676,0.09599715
17.728084084084085,0.09557352
17.654992492492493,0.09515493
17.5819009009009,0.09472819
17.50880930930931,0.09430294
17.43571771771772,0.09387636
17.362626126126127,0.09344856
17.289534534534535,0.09301746
17.216442942942944,0.09258789
17.14335135135135,0.09215194
17.070259759759757,0.0917159
16.997168168168166,0.09127816
16.924076576576574,0.09083937
16.850984984984983,0.09039897
16.77789339339339,0.0899568
16.7048018018018,0.089512825
16.63171021021021,0.08906654
16.558618618618617,0.08861766
16.485527027027025,0.088169225
16.412435435435434,0.08771809
16.339343843843842,0.08726917
16.26625225225225,0.08681228
16.19316066066066,0.08635446
16.120069069069068,0.085893854
16.046977477477476,0.08543516
15.973885885885885,0.08497214
15.900794294294293,0.08450861
15.827702702702702,0.08404306
15.75461111111111,0.08357677
15.681519519519519,0.08310404
15.608427927927927,0.082633615
15.535336336336336,0.082162455
15.462244744744744,0.08168528
15.389153153153153,0.08120859
15.316061561561561,0.080729306
15.24296996996997,0.08024807
15.169878378378378,0.07976769
15.096786786786787,0.07928007
15.023695195195195,0.07879729
14.950603603603604,0.078310005
14.87751201201201,0.077820286
14.80442042042042,0.077325106
14.731328828828829,0.07683119
14.658237237237236,0.07633595
14.585145645645644,0.07583921
14.512054054054053,0.07533644
14.438962462462461,0.074834764
14.36587087087087,0.07433142
14.292779279279278,0.073827006
14.219687687687687,0.073318675
14.146596096096095,0.07280711
14.073504504504502,0.07229462
14.000412912912912,0.07177839
13.92732132132132,0.07126584
13.854229729729727,0.07074723
13.781138138138136,0.0702269
13.708046546546546,0.06970362
13.634954954954953,0.06918057
13.561863363363361,0.068653844
13.48877177177177,0.06812485
13.415680180180178,0.06759361
13.342588588588587,0.06706217
13.269496996996995,0.06652674
13.196405405405404,0.0659896
13.123313813813812,0.06544939
13.05022222222222,0.06490967
12.97713063063063,0.06436675
12.904039039039038,0.06381908
12.830947447447446,0.06327333
12.757855855855855,0.06272418
